"city","state","wellness clinic_businessType","todaysDate"
"Sioux City","IA","9. Krumwiede Kelli - CLOSED","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","10. Happy Feet - CLOSED","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","11. Massage To You","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","12. Siouxland Massage","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","13. Bio-Chi Institute of Massage Therapy","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","14. Massage & Body","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","15. Illuminate/Hair Skin & Body","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","16. 1st Step Chiropractic & Wellness","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","17. Majolie Skin & Body Theraphy","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","18. Natural Healing Massage - CLOSED","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","19. Mind & Body Connection","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","20. Inspire Chiropractic & Wellness Spa","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","21. Heartland Chiropractic Associates","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","22. That Added Touch Massage","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","23. Body Basics - CLOSED","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","24. Accent Massage Therapy","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","25. Beckys Massage & Body Therapy","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","26. Elements of Beauty Salon & Spa Electrolysis","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","27. Sig-Nature Massage","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","28. His & Her Hair","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","29. Hagan Wyatt dc","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","30. Asian Sunshine Massage Asian Sunshine","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","AdAmerican Home Health Care Co","Wed Jul 22 06:59:20 2020"
"Sioux City","IA","AdMaier Family Pharmacy","Wed Jul 22 06:59:20 2020"
"Iowa City","IA","1. Wholistic Wellness Clinic PC","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","2. Unitypoint Health Work Well-Occupational Medicine Clinic","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","3. Wholistic Wellness Clinic PC","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","4. Clinic Eight Iowa City Acupuncture","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","5. New Leaf Wellness","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","6. Aspen Therapy & Wellness Center","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","7. ReNu Your Life Fitness & Parkinson's Wellness","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","8. Jenkins Chiropractic","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","9. Wickwire Chiropractic and Wellness Center","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","10. Ahn Clinic Medical Acupuncture","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","11. Cedar Chiropractic and Acupuncture Clinic, Inc. - Dr. Lindsey Weers Austin","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","12. Brown Chiropractic Clinic","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","13. Chiropractic Clinic of Iowa","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","14. Integrative Health and Hormone Clinic","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","15. Bowman Chiropractic Assoc PC","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","16. Eastwind Healing Center","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","17. Kristine Jameson","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","18. Joyce McKinley Lmt","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","19. Prisms Scape","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","20. Prismsscape","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","21. Corridor Care Management","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","22. Fairfax Chiropractic Center","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","23. Agapé Family Chiropractic & Laser Center","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","24. Soma Health Center","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","25. Spinal Corrective Center PC","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","26. Family Medicine and More","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","27. Cummings Family Chiropractic","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","28. Back to Health Chiropractic","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","29. Dr Forsythe Cancer Care Center","Wed Jul 22 06:59:31 2020"
"Iowa City","IA","AdNew Leaf Centers - Coralville","Wed Jul 22 06:59:31 2020"
"Ankeny","IA","1. Chiropractic Health & Wellness Clinic","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","2. Global Wellness Chiropractic Clinic","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","3. Willow Wood Wellness Clinic Inc","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","4. Willow Wood Wellness Clinic","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","5. Iowa Methodist Occupational Health & Wellness","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","6. Gilbert Wellness Center","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","7. Balance Chiropractic & Wellness","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","8. Bodhi Acupuncture and Wellness of Des Moines","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","9. Thiele Chiropractic & Wellness","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","10. Cassady Pharmacy","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","11. New Leaf Wellness","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","12. Maplewood Wellness Center","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","13. Wellness Enterprises","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","14. Bluebird Integrative Health PLLC","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","15. Waukee Wellness & Chiropractic","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","16. Mary Greeley Rehab & Wellness","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","17. Body Balance Wellness Center","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","18. Walnut St Health & Wellness","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","19. Johnston Chiropractic Clinic","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","20. Bridges Chiropractic Clinic","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","21. Advanced Spine Health Center","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","22. Revive Chiropractic","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","23. Ballenger Chiropractic and Acupuncture","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","24. Dr. Rod Rebarcak, DC","Wed Jul 22 06:59:42 2020"
"Ankeny","IA","25. Dr Forsythe Cancer Care Center","Wed Jul 22 06:59:42 2020"
"West Des Moines","IA","1. Chiropractic Health & Wellness Clinic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","2. Global Wellness Chiropractic Clinic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","3. Thiele Chiropractic & Wellness","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","4. New Leaf Wellness","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","5. Maplewood Wellness Center","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","6. Wellness Enterprises","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","7. Bluebird Integrative Health PLLC","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","8. Balance Chiropractic & Wellness","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","9. Gilbert Wellness Center","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","10. Bodhi Acupuncture and Wellness of Des Moines","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","11. Cassady Pharmacy","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","12. Waukee Wellness & Chiropractic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","13. Iowa Methodist Occupational Health & Wellness","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","14. Johnston Chiropractic Clinic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","15. Lowe Chiropractic Clinic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","16. Ballenger Chiropractic and Acupuncture","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","17. Advanced Spine Health Center","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","18. Revive Chiropractic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","19. Dr Forsythe Cancer Care Center","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","20. Ames Back & Neck Care Center","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","21. ADIO Chiropractic Clinic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","22. Brockman Chiropractic Office","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","23. Price Performance Chiropractic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","24. Lafleur Chiropractic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","25. Executive Chiropractic Of Iowa","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","26. Bates Chiropractic Clinic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","27. Total Body Chiropractic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","28. Wellness Chiropractic Center","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","29. Downtown Skywalk Chiropractic","Wed Jul 22 06:59:52 2020"
"West Des Moines","IA","30. West Des Moines Chiropractic","Wed Jul 22 06:59:52 2020"
"Ames","IA","1. Willow Wood Wellness Clinic","Wed Jul 22 07:00:03 2020"
"Ames","IA","2. Willow Wood Wellness Clinic Inc","Wed Jul 22 07:00:03 2020"
"Ames","IA","3. Global Wellness Chiropractic Clinic","Wed Jul 22 07:00:03 2020"
"Ames","IA","4. Chiropractic Health & Wellness Clinic","Wed Jul 22 07:00:03 2020"
"Ames","IA","5. Mary Greeley Rehab & Wellness","Wed Jul 22 07:00:03 2020"
"Ames","IA","6. Bridges Chiropractic Clinic","Wed Jul 22 07:00:03 2020"
"Ames","IA","7. Body Balance Wellness Center","Wed Jul 22 07:00:03 2020"
"Ames","IA","8. Walnut St Health & Wellness","Wed Jul 22 07:00:03 2020"
"Ames","IA","9. Iowa Methodist Occupational Health & Wellness","Wed Jul 22 07:00:03 2020"
"Ames","IA","10. Gilbert Wellness Center","Wed Jul 22 07:00:03 2020"
"Ames","IA","11. New Leaf Wellness","Wed Jul 22 07:00:03 2020"
"Ames","IA","12. Balance Chiropractic & Wellness","Wed Jul 22 07:00:03 2020"
"Ames","IA","13. Maplewood Wellness Center","Wed Jul 22 07:00:03 2020"
"Ames","IA","14. Bodhi Acupuncture and Wellness of Des Moines","Wed Jul 22 07:00:03 2020"
"Ames","IA","15. Bluebird Integrative Health PLLC","Wed Jul 22 07:00:03 2020"
"Ames","IA","16. Wellness Enterprises","Wed Jul 22 07:00:03 2020"
"Ames","IA","17. Cassady Pharmacy","Wed Jul 22 07:00:03 2020"
"Ames","IA","18. Johnston Chiropractic Clinic","Wed Jul 22 07:00:03 2020"
"Ames","IA","19. Dr. Rod Rebarcak, DC","Wed Jul 22 07:00:03 2020"
"Ames","IA","20. Revive Chiropractic","Wed Jul 22 07:00:03 2020"
"Ames","IA","21. Advanced Spine Health Center","Wed Jul 22 07:00:03 2020"
"Ames","IA","22. Dr Forsythe Cancer Care Center","Wed Jul 22 07:00:03 2020"
"Waterloo","IA","1. Occupational Medicine & Wellness","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","2. Cedar Valley Clinic Of Acupuncture & Oriental Medicine","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","3. Covenant Clinic","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","4. Body Basics Physical Therapy","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","5. Dr Forsythe Cancer Care Center","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","6. Kuhn Chiropractic","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","7. Bosley","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","8. Diet Doc Weight Loss","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","9. Dr. Laura Hoffmann, MD","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","10. Buhr, Brent E, MD","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","11. Dr. Reed A Pryor, DC","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","12. Delbridge, Arnold E, MD","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","13. Dr. Isaac Engholm, DO","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","14. Wani, Sareem, MD","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","15. Mc Caughey Paul T DO","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","16. Dr. Gregory L Hoekstra, DO","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","17. Mott, Robert A, DO","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","18. Pothula Vijayasimha MD","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","19. Dr. Jeffrey David Wilkins, DO","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","20. Meghan Morris DO","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","21. Dr. Shirin Bitajian, MD","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","22. Katinka Keith Lisw","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","23. Steven G. Punke. MD","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","24. Dr. Ravindra Mallavarapu, MD","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","25. Barnes, Charles, MD","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","26. Dr. Steven M. Olsen, DO","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","27. Susan Lipiniski M.D.","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","28. Kurt W Kuhn DC PhDMOVED","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","29. Cedar Valley Bone Health Inst","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","30. Waterloo VA Clinic - U.S. Department of Veterans Affairs","Wed Jul 22 07:00:14 2020"
"Waterloo","IA","AdCedar Valley Hospice","Wed Jul 22 07:00:14 2020"
"Council Bluffs","IA","1. Hoogeveen Chiropractic Wellness Clinic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","2. Hoogeveen Chiropractic Wellness Clinic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","3. PicNit Professional Lice Clinic, LLC","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","4. Back and Body Wellness","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","5. Insight Wellness","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","6. Functional Performance Chiropractic and Wellness","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","7. Aligned Health & Wellness, PC","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","8. Wells, Nicholas","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","9. The Wellness Pointe","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","10. Global Wellness","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","11. Wellness Place","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","12. Prairielands Chiropractic Clinic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","13. Ancient Wisdom Massage Clinic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","14. Heartland Naturopathic Clinic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","15. Heartland Chiropractic Clinic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","16. Chinese Acupuncture & Herbs EBOM Clinic at Omaha","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","17. Tcm Acupuncture Clinic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","18. Physicians Clinic-Louisville","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","19. Levrant Seth MD PC","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","20. Ancient Wisdom College-Healing","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","21. Hopp Physical Therapy","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","22. Healing Radiance Massage","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","23. Procare3","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","24. Akridge & Akridge Chiropractic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","25. Spine & Musculoskeletal Medicine","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","26. Total Rehab Pc","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","27. Bellevue Family Practice PC","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","28. Jeffrey L Edwards MD","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","29. Fyzical - Bellevue","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","30. Makovicka Physical Therapy","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","31. Bessmer Chiropractic PC","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","32. Godfrey Chiropractic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","33. Makovicka Physical Therapy","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","34. Natural Health Center","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","35. Physical Therapy Works Inc","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","36. Fyzical - Papillion","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","37. Exclusively Eyecare","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","38. Restore Physical Therapy","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","39. Back to Back Chiropractic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","40. Young Chiropractic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","41. Bodywise Therapy","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","42. Omaha Pain Physicians","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","43. Back & Neck Care Center","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","44. Trevor John Wagner","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","45. West Omaha Chiropractic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","46. Schieber Chiropractic","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","47. LifeArts Integrated Health Center, PC","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","48. Makovicka Physical Therapy","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","49. Rethwisch Family Chiropractic PC","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","50. Makovicka Physical Therapy","Wed Jul 22 07:00:26 2020"
"Council Bluffs","IA","51. Dr Forsythe Cancer Care Center","Wed Jul 22 07:00:26 2020"
"Wichita","KS","1. Total Wellness Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","2. Total Wellness Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","3. Wellness Within Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","4. Body Wellness Massage Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","5. Perrier Kinesiology","Wed Jul 22 07:01:45 2020"
"Wichita","KS","6. Hancock Spine and Rehab Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","7. Imbue Aesthetics & Wellness","Wed Jul 22 07:01:45 2020"
"Wichita","KS","8. Allure Wellness MD","Wed Jul 22 07:01:45 2020"
"Wichita","KS","9. Advanced Wellness & Rehab","Wed Jul 22 07:01:45 2020"
"Wichita","KS","10. Advanced Wellness & Rehab","Wed Jul 22 07:01:45 2020"
"Wichita","KS","11. Dr. Caleb Frank DC","Wed Jul 22 07:01:45 2020"
"Wichita","KS","12. Caydyn Fitness Tour","Wed Jul 22 07:01:45 2020"
"Wichita","KS","13. At Work Wellness PA","Wed Jul 22 07:01:45 2020"
"Wichita","KS","14. Essential Health & Wellness","Wed Jul 22 07:01:45 2020"
"Wichita","KS","15. Halstead Chiropractic & Wellness Center","Wed Jul 22 07:01:45 2020"
"Wichita","KS","16. Anders Chiropractic Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","17. Zollinger Chiropractic Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","18. Riordan Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","19. Bio-Center Laboratory at Riordan Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","20. Rose Hill Chiropractic Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","21. Hubbard Chiropractic Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","22. Anders Chiropractic Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","23. Riordan Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","24. Riordan Clinic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","25. Weber Family Chiropractic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","26. Scharenberg Chiropractic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","27. Innerworks Holistic Health Center","Wed Jul 22 07:01:45 2020"
"Wichita","KS","28. Bodyworx Physical Therapy and Concussion Center","Wed Jul 22 07:01:45 2020"
"Wichita","KS","29. New Medical Health Care","Wed Jul 22 07:01:45 2020"
"Wichita","KS","30. Chiro Plus","Wed Jul 22 07:01:45 2020"
"Wichita","KS","31. Northwest Chiropractic Center","Wed Jul 22 07:01:45 2020"
"Wichita","KS","32. Biologix Center For Optimum Health, PA","Wed Jul 22 07:01:45 2020"
"Wichita","KS","33. New Medical Health Care","Wed Jul 22 07:01:45 2020"
"Wichita","KS","34. Onpoint Physical Therapy Inc","Wed Jul 22 07:01:45 2020"
"Wichita","KS","35. Klausmeyer Natural Medicine","Wed Jul 22 07:01:45 2020"
"Wichita","KS","36. Alternative Health Concepts - CLOSED","Wed Jul 22 07:01:45 2020"
"Wichita","KS","37. Balance Life Coaching","Wed Jul 22 07:01:45 2020"
"Wichita","KS","38. Advanced Physical Therapy","Wed Jul 22 07:01:45 2020"
"Wichita","KS","39. Hendrickson Chiropractic & Health Center","Wed Jul 22 07:01:45 2020"
"Wichita","KS","40. El Dorado Chiropractic","Wed Jul 22 07:01:45 2020"
"Wichita","KS","41. Advanced Physical Therapy","Wed Jul 22 07:01:45 2020"
"Wichita","KS","42. Dr Forsythe Cancer Care Center","Wed Jul 22 07:01:45 2020"
"Overland Park","KS","1. The Health & Wellness Clinic","Wed Jul 22 07:01:59 2020"
"Overland Park","KS","2. The Health & Wellness Clinic","Wed Jul 22 07:01:59 2020"
"Overland Park","KS","3. Chiropractic Injury & Wellness Clinic","Wed Jul 22 07:01:59 2020"
"Overland Park","KS","4. Roberts Family Wellness Clinic","Wed Jul 22 07:01:59 2020"
"Overland Park","KS","5. Fair Haven Wellness Clinic","Wed Jul 22 07:01:59 2020"
"Overland Park","KS","6. The Health & Wellness Clinic","Wed Jul 22 07:01:59 2020"
